Bloco;Unidade;Tipo;Mês;Data Leitura;Leitura Anterior;Leitura Atual;Consumo;Custo;Custo Adicional;Total;Houve Troca de Medidor?;Validade Medidor;Observação;Imagem
B;209;Água Quente;02/2026;05/02/2026;288,45;288,45;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944228/photo-0d83503d.jpg
B;210;Água Quente;02/2026;05/02/2026;0,504;0,505;0,001;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944231/photo-8b78fd5b.jpg
B;211;Água Quente;02/2026;05/02/2026;46,5;47,31;0,81;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944234/photo-3887e997.jpg
B;212;Água Quente;02/2026;05/02/2026;36,431;36,432;0,001;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944237/photo-b4b36372.jpg
B;301;Água Quente;02/2026;05/02/2026;29,793;30,88;1,087;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944240/photo-0b6a3a27.jpg
B;302;Água Quente;02/2026;05/02/2026;256,594;264,035;7,441;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944243/photo-2963e61a.jpg
B;303;Água Quente;02/2026;05/02/2026;292,228;302,162;9,934;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944246/photo-3e25ce0e.jpg
B;304;Água Quente;02/2026;05/02/2026;86,699;90,947;4,248;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944249/photo-9cc6d8af.jpg
B;305;Água Quente;02/2026;05/02/2026;410,164;421,52;11,356;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944252/photo-1897311b.jpg
B;306;Água Quente;02/2026;05/02/2026;101,975;113,926;11,951;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944255/photo-a9e58ee5.jpg
B;307;Água Quente;02/2026;05/02/2026;0,307;0,307;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944258/photo-f956e608.jpg
B;308;Água Quente;02/2026;05/02/2026;5,611;6,38;0,769;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944261/photo-194eec72.jpg
B;309;Água Quente;02/2026;05/02/2026;108,375;112,827;4,452;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944264/photo-3c27de99.jpg
B;310;Água Quente;02/2026;05/02/2026;143,001;150,104;7,103;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944267/photo-d1e8ea7b.jpg
B;311;Água Quente;02/2026;05/02/2026;65,766;70,087;4,321;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944270/photo-b6169fad.jpg
B;312;Água Quente;02/2026;05/02/2026;3,167;3,167;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944273/photo-b42bffd5.jpg
B;401;Água Quente;02/2026;05/02/2026;137,253;142,277;5,024;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944276/photo-e55c8895.jpg
B;402;Água Quente;02/2026;05/02/2026;288,417;292,236;3,819;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944279/photo-f13081e1.jpg
B;403;Água Quente;02/2026;05/02/2026;378,546;388,3;9,754;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944282/photo-780a7f33.jpg
B;404;Água Quente;02/2026;05/02/2026;260,138;268,899;8,761;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944285/photo-d92913be.jpg
B;405;Água Quente;02/2026;05/02/2026;30,845;30,845;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944288/photo-8f0c704f.jpg
B;406;Água Quente;02/2026;05/02/2026;0,493;0,493;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944291/photo-9c351530.jpg
B;407;Água Quente;02/2026;05/02/2026;132,329;142,438;10,109;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944294/photo-1cbbcfdf.jpg
B;408;Água Quente;02/2026;05/02/2026;60,132;62,932;2,8;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944297/photo-cd2286c3.jpg
B;409;Água Quente;02/2026;05/02/2026;114,045;115,315;1,27;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944300/photo-449169ec.jpg
B;410;Água Quente;02/2026;05/02/2026;0,613;0,623;0,01;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944303/photo-271a715e.jpg
B;411;Água Quente;02/2026;05/02/2026;280,912;287,98;7,068;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944306/photo-ad5e86bb.jpg
B;412;Água Quente;02/2026;05/02/2026;267,989;272,154;4,165;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944309/photo-ccb3943d.jpg
B;501;Água Quente;02/2026;05/02/2026;139,216;145,465;6,249;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944312/photo-1f79076c.jpg
B;502;Água Quente;02/2026;05/02/2026;71,984;74,413;2,429;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944315/photo-ca8cbf9a.jpg
B;503;Água Quente;02/2026;05/02/2026;240,689;245,043;4,354;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944318/photo-894c6785.jpg
B;504;Água Quente;02/2026;05/02/2026;146,179;152,007;5,828;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944321/photo-e2e606c5.jpg
B;505;Água Quente;02/2026;05/02/2026;148,11;152,384;4,274;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944324/photo-ffbbb671.jpg
B;506;Água Quente;02/2026;05/02/2026;135,51;135,51;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944327/photo-95577b5e.jpg
B;507;Água Quente;02/2026;05/02/2026;82,636;84,252;1,616;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944330/photo-e6854aa5.jpg
B;508;Água Quente;02/2026;05/02/2026;66,805;68,315;1,51;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944333/photo-b3291d45.jpg
B;509;Água Quente;02/2026;05/02/2026;102,152;108,245;6,093;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944336/photo-95161ab1.jpg
B;510;Água Quente;02/2026;05/02/2026;250,658;255,219;4,561;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944339/photo-f463fc1a.jpg
B;511;Água Quente;02/2026;05/02/2026;284,45;288,149;3,699;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944342/photo-22ceb42a.jpg
B;512;Água Quente;02/2026;05/02/2026;91,746;91,786;0,04;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944345/photo-475bfacd.jpg
B;601;Água Quente;02/2026;05/02/2026;84,972;91,266;6,294;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944348/photo-f76de79c.jpg
B;612;Água Quente;02/2026;05/02/2026;178,887;182,81;3,923;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944351/photo-7a56d156.jpg
B;701;Água Quente;02/2026;05/02/2026;131,672;134,732;3,06;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944354/photo-c31812de.jpg
B;702;Água Quente;02/2026;05/02/2026;0,343;0,343;0;0;0;0;Não;;;https://download.doctorcondo.com.br/uploads2/condos/280/monthly_measurement/photo/944357/photo-a6099098.jpg
